ID,birthdate,marital_status,car_use,gender,kids_driving,parent,education,car_make,car_model,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income
81-6288597,9/27/1961,Single,Private,Female,1,Yes,Bachelors,Lexus,GS,Turquoise,2001,0,Highly Rural,$60953.89,$248438.71
31-8867335,8/10/1978,Married,Private,Male,1,Yes,Bachelors,Toyota,Avalon,Purple,1998,2,Rural,$98384.38,$56568.17
65-4571064,7/22/1970,Married,Commercial,Female,1,Yes,High School,Porsche,Boxster,Puce,2010,0,Highly Rural,$41851.96,$114307.60
09-4406472,8/31/1981,Single,Private,Male,1,Yes,Bachelors,GMC,Savana 1500,Purple,2001,0,Highly Urban,$19688.89,$152721.22
04-7497073,11/16/1955,Divorced,Private,Female,0,No,High School,Bentley,Continental Super,Green,2010,0,Rural,$79820.05,$248323.07
09-1952974,1/31/1982,Married,Private,Female,0,No,High School,Subaru,Outback,Blue,2007,1,Rural,$21434.39,$164941.15
58-7452142,7/24/1956,Divorced,Private,Female,0,Yes,Masters,BMW,745,Orange,2003,0,Suburban,$5664.40,$201871.27
70-0451297,6/19/1986,Married,Private,Male,0,No,Bachelors,Ford,Expedition EL,Crimson,2011,0,Rural,$48912.96,$243163.58
55-1085699,7/22/1985,Married,Private,Female,0,No,Bachelors,Saab,9-5,Green,2003,0,Highly Rural,$86088.68,$45693.88
35-1483034,7/27/1993,Single,Private,Female,0,No,High School,Lamborghini,Gallardo,Khaki,2008,0,Highly Rural,$83663.00,$127620.16
00-7308754,1/10/1972,Married,Private,Male,0,Yes,Masters,Toyota,Echo,Pink,2001,0,Urban,$3671.55,$235897.68
90-3394951,8/28/1957,Single,Private,Female,1,Yes,Bachelors,Buick,Coachbuilder,Fuscia,1994,0,Urban,$50325.91,$76493.44
15-6494264,9/22/1953,Married,Private,Female,0,No,Bachelors,BMW,6 Series,Goldenrod,2009,0,Urban,$38496.26,$218487.23
42-0429311,11/15/1952,Married,Private,Female,0,No,High School,Toyota,Land Cruiser,Yellow,1997,0,Highly Urban,$24114.96,$178141.33
51-2124568,9/23/1991,Single,Private,Male,0,No,Bachelors,Toyota,Prius,Turquoise,2007,1,Urban,$22293.81,$155483.41
70-3939326,8/17/1974,Married,Private,Female,0,Yes,High School,Isuzu,Ascender,Teal,2009,0,Urban,$73742.55,$70229.14
07-5816855,3/14/1996,Married,Private,Male,0,No,Bachelors,Dodge,Caravan,Green,2000,2,Highly Rural,$10213.60,$111597.43
65-8634791,12/5/1994,Married,Private,Female,0,No,Masters,Ford,Festiva,Aquamarine,1991,1,Rural,$27492.37,$117643.54
75-0138396,8/12/1968,Seperated,Private,Male,0,No,High School,Chevrolet,Malibu,Turquoise,1997,0,Rural,$36247.50,$52255.35
98-3740156,7/22/1972,Single,Private,Male,0,No,Masters,Chevrolet,Venture,Mauv,2004,0,Highly Rural,$51273.15,$241692.68
59-1132876,9/10/1974,Single,Private,Male,0,Yes,High School,BMW,X3,Aquamarine,2007,2,Highly Rural,$73113.33,$46567.81
31-6889715,8/27/1978,Married,Private,Female,0,No,Bachelors,Mitsubishi,Truck,Blue,1988,0,Suburban,$94135.22,$91713.58
34-9880339,4/16/1998,Single,Commercial,Male,1,Yes,High School,Ford,Freestar,Orange,2006,0,Highly Rural,$95647.01,$62188.68
58-8808353,11/13/1999,Single,Private,Male,0,No,Bachelors,Dodge,Dakota Club,Orange,2002,0,Highly Urban,$96455.43,$195828.43
00-7663005,10/25/1980,Divorced,Private,Female,0,No,Bachelors,Infiniti,Q,Pink,1993,2,Highly Rural,$30510.69,$105878.91
06-0003646,2/2/1964,Seperated,Private,Male,0,No,PhD,Ford,F150,Goldenrod,1995,0,Urban,$11901.76,$111281.48
24-7983138,9/10/1965,Seperated,Private,Male,0,Yes,High School,Ford,Mustang,Aquamarine,1995,0,Highly Urban,$44344.50,$195301.88
79-1992212,6/27/1986,Married,Private,Male,1,Yes,Masters,Pontiac,Sunbird,Green,1985,0,Highly Urban,$55775.23,$84683.16
68-9273234,8/18/1960,Single,Private,Male,1,Yes,Bachelors,Toyota,Camry,Red,1994,1,Urban,$94972.40,$185589.56
52-9571466,4/14/1979,Married,Private,Female,0,Yes,High School,Nissan,Sentra,Yellow,1998,2,Urban,$84421.21,$158986.50
91-5608289,10/20/2001,Married,Private,Female,0,Yes,Bachelors,GMC,Envoy XL,Aquamarine,2006,1,Urban,$91316.63,$179710.82
02-9254087,11/20/1995,Single,Private,Female,0,No,Bachelors,Suzuki,Reno,Maroon,2007,0,Rural,$25118.51,$126322.30
16-8862184,3/6/1987,Divorced,Private,Female,0,No,High School,Plymouth,Grand Voyager,Teal,1998,0,Highly Urban,$89469.68,$54050.91
17-5374983,4/15/1999,Married,Private,Male,1,Yes,Bachelors,Subaru,Impreza,Aquamarine,1996,0,Highly Urban,$36875.15,$122504.98
44-0047194,4/29/1982,Single,Commercial,Male,0,No,PhD,Chevrolet,Cruze,Mauv,2013,0,Rural,$67578.07,$195038.86
02-4498951,6/11/1958,Single,Private,Female,3,Yes,PhD,Mercedes-Benz,SL-Class,Fuscia,1984,0,Urban,$16926.80,$214849.56
71-6387945,6/17/1989,Seperated,Private,Male,1,Yes,High School,Dodge,Ram Van 1500,Fuscia,1998,0,Suburban,$74116.19,$177539.46
28-2811534,6/12/1951,Single,Commercial,Male,2,Yes,Bachelors,Volvo,V70,Puce,2006,0,Highly Urban,$15028.54,$126220.78
98-0486641,11/1/1997,Single,Private,Female,1,Yes,High School,Isuzu,Ascender,Khaki,2005,3,Suburban,$41348.06,$62566.47
39-2928365,4/14/1975,Single,Private,Male,0,No,High School,Chevrolet,Suburban,Green,2007,0,Suburban,$91817.34,$179459.83
12-1743456,11/9/1959,Single,Private,Male,0,Yes,Masters,Jaguar,X-Type,Green,2008,0,Urban,$86626.28,$132641.24
95-4765502,12/22/1992,Married,Private,Female,0,No,Bachelors,Ford,Mustang,Purple,1973,1,Highly Rural,$36663.91,$141967.67
32-4560921,5/18/1967,Married,Commercial,Female,0,No,Bachelors,Chevrolet,Lumina,Fuscia,2000,0,Urban,$1580.89,$193954.19
94-2814570,7/12/1951,Single,Private,Female,0,Yes,High School,Mitsubishi,Galant,Purple,1998,0,Urban,$60482.42,$54341.04
64-3500622,4/21/1990,Divorced,Private,Male,0,No,High School,Lotus,Esprit,Indigo,1998,4,Highly Rural,$26766.93,$221655.91
83-8964715,7/22/1963,Divorced,Private,Male,0,No,Bachelors,BMW,5 Series,Puce,2001,1,Highly Rural,$90752.33,$179353.42
40-6835099,3/11/1995,Single,Private,Female,0,No,Bachelors,Subaru,Impreza,Blue,1999,0,Highly Rural,$63197.97,$61671.95
42-6969177,10/14/1966,Single,Commercial,Female,0,No,Masters,Chrysler,PT Cruiser,Khaki,2005,0,Highly Rural,$6605.94,$168123.73
61-7290931,3/24/1972,Single,Private,Male,2,Yes,High School,Mazda,MX-3,Goldenrod,1992,0,Rural,$49696.35,$134481.85
89-0987467,10/6/1969,Married,Private,Female,1,Yes,Bachelors,Jeep,Grand Cherokee,Yellow,1993,2,Highly Rural,$87765.10,$211050.49
38-6196024,12/15/1955,Married,Private,Female,0,Yes,Bachelors,Mercury,Villager,Yellow,1997,0,Suburban,$44988.16,$80242.91
70-0475665,8/28/1985,Married,Commercial,Male,0,No,PhD,Mitsubishi,Eclipse,Yellow,1999,1,Urban,$28340.12,$139589.38
22-3361763,5/18/1964,Married,Private,Female,0,No,Bachelors,Bentley,Continental Flying Spur,Mauv,2007,0,Rural,$24720.71,$87225.03
11-0633796,8/2/1978,Single,Private,Male,0,No,High School,Dodge,Ram 3500,Khaki,2001,0,Suburban,$15661.95,$52169.26
50-2267091,4/23/1966,Seperated,Private,Female,0,No,Masters,Ford,Thunderbird,Yellow,1983,0,Highly Urban,$53634.13,$54000.65
85-6996782,6/25/1980,Single,Commercial,Male,0,No,High School,Bentley,Continental GT,Blue,2010,0,Highly Urban,$32967.68,$64431.98
18-2399106,5/6/1973,Married,Private,Female,1,Yes,Bachelors,Jaguar,XK Series,Indigo,2001,0,Highly Rural,$76611.81,$207562.59
71-8668384,6/16/1964,Married,Private,Female,0,No,Bachelors,Ford,Focus,Orange,2001,1,Highly Rural,$49210.56,$240111.45
42-4705140,6/8/1972,Seperated,Private,Female,0,No,High School,BMW,M5,Indigo,2010,0,Suburban,$50336.94,$166761.84
01-5568290,1/31/1973,Single,Commercial,Male,0,No,High School,BMW,X3,Orange,2010,1,Highly Urban,$12104.79,$171170.00
59-0792790,9/30/2001,Single,Private,Male,0,No,Masters,Buick,LaCrosse,Fuscia,2012,1,Highly Rural,$37859.26,$189041.87
76-9134696,9/10/1975,Single,Private,Male,1,Yes,Bachelors,Subaru,SVX,Maroon,1993,0,Urban,$42423.99,$194976.73
92-5688871,7/30/1982,Married,Private,Female,0,No,High School,Lincoln,Continental,Turquoise,1999,0,Urban,$28145.31,$57043.85
01-3316150,2/5/1986,Divorced,Private,Male,0,No,Bachelors,Infiniti,G,Teal,2001,0,Highly Rural,$51355.10,$169636.04
11-9320118,12/17/1970,Divorced,Private,Female,0,No,Masters,GMC,Savana 3500,Turquoise,2007,0,Suburban,$78348.89,$204474.63
93-6911492,5/22/1961,Married,Private,Male,0,Yes,Bachelors,Chevrolet,Classic,Khaki,2004,0,Highly Urban,$24743.90,$197553.33
46-4288820,12/25/1970,Married,Private,Male,0,No,High School,GMC,Sierra 3500,Purple,2008,1,Highly Rural,$89263.20,$72235.04
67-6495599,1/13/1968,Single,Private,Female,1,Yes,Bachelors,Mitsubishi,Eclipse,Mauv,1996,1,Urban,$914.81,$48516.26
71-6080231,5/1/1988,Married,Private,Male,0,No,Bachelors,Mercedes-Benz,SL-Class,Violet,2012,0,Urban,$60185.55,$59928.80
02-2205998,10/21/2001,Single,Commercial,Female,0,Yes,Bachelors,GMC,Rally Wagon 3500,Khaki,1994,0,Highly Urban,$74112.75,$102149.74
39-8769335,1/3/1994,Single,Commercial,Female,0,No,Bachelors,Chrysler,300,Violet,2007,0,Highly Rural,$17771.02,$172905.12
91-9327643,3/29/1973,Married,Private,Male,0,Yes,Bachelors,Infiniti,QX,Blue,2008,1,Rural,$77233.02,$121757.16
60-7080117,8/13/1963,Single,Commercial,Female,1,Yes,High School,Nissan,Leaf,Crimson,2011,2,Urban,$10368.78,$191374.37
06-7671289,10/12/1974,Seperated,Private,Female,2,Yes,High School,Mitsubishi,Lancer,Fuscia,2004,0,Highly Urban,$71697.95,$119971.45
61-3109605,8/11/1994,Single,Private,Male,0,No,Masters,Buick,Somerset,Aquamarine,1987,0,Suburban,$9038.54,$156412.79
89-7371584,10/6/1957,Single,Private,Male,0,No,Masters,Mazda,Mazda5,Orange,2009,4,Suburban,$78675.99,$47182.02
48-6167619,9/23/1999,Single,Private,Male,0,No,High School,Audi,A4,Puce,2007,0,Rural,$18232.02,$45318.08
46-6130465,6/27/1973,Single,Private,Male,0,Yes,High School,Volvo,C70,Red,2009,0,Rural,$97530.00,$122595.18
66-5275099,2/9/1971,Married,Private,Female,0,No,Masters,Pontiac,Sunbird,Teal,1989,0,Rural,$71022.19,$182559.71
20-3582806,9/2/1998,Single,Private,Male,0,No,Bachelors,Subaru,Tribeca,Blue,2009,0,Suburban,$38016.82,$120570.24
56-1495563,4/18/1987,Single,Private,Female,0,Yes,Bachelors,Nissan,Frontier,Blue,2001,0,Urban,$91167.73,$127157.09
45-2659603,4/28/1972,Married,Commercial,Female,0,No,High School,Jeep,Grand Cherokee,Yellow,2010,0,Highly Rural,$414.30,$58741.83
02-3645507,1/9/1980,Married,Private,Male,0,Yes,Bachelors,GMC,3500 Club Coupe,Orange,1996,0,Suburban,$5093.97,$211289.64
20-7270610,2/17/1978,Single,Private,Female,0,No,Masters,Ford,Freestar,Teal,2004,0,Highly Rural,$19527.84,$240874.83
33-7072718,6/24/1993,Seperated,Private,Female,1,Yes,Masters,Mazda,929,Crimson,1993,0,Highly Rural,$55246.52,$126386.69
40-2984101,9/9/2000,Seperated,Private,Female,1,Yes,Bachelors,Volkswagen,Eos,Blue,2011,0,Highly Rural,$71659.19,$169730.91
63-6455732,10/3/1989,Single,Private,Female,0,No,High School,Infiniti,J,Fuscia,1997,1,Highly Urban,$79225.46,$161032.45
73-6276364,2/16/1976,Married,Private,Male,0,Yes,Masters,GMC,Savana 3500,Fuscia,1998,0,Urban,$22399.33,$205004.87
63-3434010,4/28/1999,Single,Commercial,Female,1,Yes,Bachelors,Isuzu,Amigo,Turquoise,1993,0,Urban,$37271.11,$229964.54
48-7870232,9/15/1972,Single,Private,Male,0,Yes,Bachelors,Chevrolet,3500,Violet,1997,1,Suburban,$12698.41,$129092.89
30-4497847,5/15/1967,Married,Commercial,Female,0,No,High School,Jaguar,XJ Series,Pink,1997,0,Highly Rural,$96281.40,$124534.00
58-3527344,2/26/1999,Married,Private,Male,1,Yes,Bachelors,Buick,Riviera,Indigo,1991,1,Rural,$4426.14,$248100.34
32-2295671,7/17/1970,Divorced,Private,Male,0,No,Bachelors,Land Rover,Range Rover Sport,Purple,2006,0,Urban,$56275.59,$139152.50
26-4570674,6/20/1986,Divorced,Private,Male,0,No,Bachelors,Jaguar,XF,Blue,2011,0,Urban,$41308.60,$149339.45
07-1871832,8/21/1992,Seperated,Commercial,Female,2,Yes,High School,Buick,Coachbuilder,Indigo,1994,1,Urban,$28034.67,$68328.13
79-5770251,8/31/1973,Single,Commercial,Male,1,Yes,Bachelors,Cadillac,Escalade EXT,Aquamarine,2009,0,Highly Rural,$75565.34,$242871.99
36-6472539,10/21/1972,Single,Private,Male,0,Yes,High School,Nissan,Maxima,Teal,2002,1,Highly Urban,$92300.35,$198214.21
73-5382390,2/17/1986,Single,Private,Male,1,Yes,Masters,Dodge,Grand Caravan,Khaki,2004,0,Rural,$40338.24,$110782.21
72-8046121,3/31/1972,Married,Private,Male,0,No,Bachelors,Suzuki,Reno,Red,2006,0,Rural,$11993.58,$68597.81
44-1798316,10/2/1959,Married,Private,Female,0,No,Masters,Saab,9000,Mauv,1988,0,Highly Urban,$11610.65,$176561.96
68-8493723,11/26/1979,Single,Private,Male,0,Yes,Bachelors,Dodge,Avenger,Teal,1996,1,Rural,$44988.98,$50749.82
09-0757025,12/13/1970,Married,Commercial,Male,0,No,High School,Pontiac,Grand Am,Aquamarine,2003,3,Highly Rural,$90966.10,$220260.98
39-4480572,12/24/1993,Married,Commercial,Male,2,Yes,Masters,Dodge,Dakota,Khaki,1992,3,Highly Urban,$77545.90,$201027.40
69-6409766,1/29/1987,Single,Commercial,Female,1,Yes,High School,Hyundai,Sonata,Yellow,2010,0,Rural,$34129.55,$72054.13
63-8870291,3/16/1970,Married,Private,Male,1,Yes,Bachelors,Infiniti,I,Mauv,1997,1,Urban,$87830.18,$247033.00
08-9183341,7/16/1976,Single,Commercial,Female,1,Yes,Bachelors,Chevrolet,Cavalier,Mauv,1997,4,Suburban,$16092.88,$132847.93
99-8337682,7/18/1984,Married,Private,Male,1,Yes,High School,Mazda,Mazda3,Orange,2010,0,Suburban,$23163.89,$173694.89
93-5460771,9/21/1970,Seperated,Private,Female,0,No,Masters,Land Rover,LR4,Blue,2012,1,Urban,$16697.31,$64348.65
73-9758991,10/14/1959,Seperated,Private,Male,1,Yes,High School,Infiniti,M,Red,1992,0,Rural,$73227.18,$107723.31
44-4883987,8/22/1981,Married,Commercial,Male,1,Yes,Bachelors,Nissan,NV1500,Blue,2012,0,Highly Rural,$66353.28,$114568.63
45-8605558,5/16/1988,Married,Commercial,Male,0,No,High School,Subaru,Loyale,Khaki,1990,0,Urban,$8129.78,$229170.69
00-7764816,3/25/1978,Married,Private,Male,0,No,Bachelors,Ford,Mustang,Maroon,1984,1,Highly Urban,$80068.59,$223101.20
97-9376590,3/10/1953,Single,Private,Female,0,Yes,Masters,GMC,Savana 1500,Turquoise,2007,1,Rural,$8242.93,$91617.39
57-0786246,6/24/1974,Single,Private,Female,0,No,Bachelors,Nissan,Pathfinder,Orange,1997,0,Suburban,$82343.36,$169918.98
23-7703085,8/13/1987,Single,Commercial,Female,0,No,High School,Mitsubishi,Tredia,Orange,1987,1,Suburban,$70941.55,$159348.20
35-3673956,4/22/1999,Single,Private,Male,0,No,Masters,Holden,Monaro,Yellow,2004,0,Urban,$24262.87,$209579.86
20-5695688,11/20/1984,Divorced,Private,Female,0,Yes,Bachelors,Nissan,Quest,Mauv,1996,0,Urban,$25850.35,$149267.22
86-7160729,8/8/1970,Single,Private,Female,0,No,High School,Isuzu,Axiom,Maroon,2002,2,Highly Rural,$48362.92,$145883.23
27-5963144,10/24/1960,Married,Private,Female,0,No,Bachelors,Mitsubishi,GTO,Mauv,1993,1,Highly Rural,$87254.27,$166727.96
97-3394966,9/18/1952,Married,Private,Male,0,No,Bachelors,Ford,Econoline E150,Teal,2001,0,Highly Rural,$4929.74,$78282.43
07-3136238,10/26/1985,Divorced,Private,Male,0,No,Bachelors,Honda,Accord,Green,2003,0,Urban,$97125.59,$123675.06
00-4470475,11/6/1962,Divorced,Private,Male,2,Yes,Masters,Ford,Courier,Aquamarine,1987,0,Urban,$89964.34,$213478.44
06-0095726,2/10/1985,Divorced,Commercial,Male,0,No,Bachelors,Toyota,Sequoia,Green,2006,0,Highly Urban,$68249.02,$74650.60
53-4798756,10/27/1967,Seperated,Private,Male,0,No,Bachelors,Toyota,Camry,Fuscia,2011,0,Suburban,$25049.93,$124052.07
56-6199918,4/18/1951,Single,Commercial,Male,0,No,Bachelors,BMW,M3,Maroon,1997,2,Urban,$62607.95,$68608.10
04-1040784,11/6/1992,Married,Private,Female,0,No,Bachelors,Toyota,Corolla,Blue,2004,0,Suburban,$50640.09,$190172.37
83-6682340,4/15/1971,Single,Commercial,Male,0,No,Masters,BMW,M3,Green,1998,0,Rural,$50830.50,$57066.98
21-8426741,3/31/1978,Seperated,Private,Female,0,No,Bachelors,Pontiac,Grand Prix,Teal,1977,0,Rural,$3920.11,$103042.63
76-8537925,8/9/1972,Single,Private,Female,0,No,Masters,Chevrolet,3500,Green,1996,0,Suburban,$14937.15,$169496.08
48-7574150,1/22/1977,Single,Private,Female,0,No,Masters,Ford,Crown Victoria,Crimson,2004,0,Highly Rural,$24198.20,$228554.62
86-1871391,3/24/1996,Single,Private,Female,1,Yes,Bachelors,Mercedes-Benz,SL-Class,Violet,2001,0,Highly Rural,$97630.05,$165786.27
58-8759638,5/10/1955,Single,Private,Male,0,No,PhD,Hyundai,Genesis,Mauv,2012,0,Urban,$45293.81,$60531.11
00-0586497,2/18/1989,Divorced,Private,Female,0,No,Bachelors,Rambler,Classic,Puce,1963,1,Highly Urban,$26333.09,$47192.56
61-2325680,4/15/1956,Single,Private,Male,0,Yes,High School,BMW,3 Series,Teal,1995,0,Rural,$43222.21,$222766.25
18-2711394,1/5/1972,Single,Private,Male,0,No,Bachelors,Porsche,Boxster,Puce,2004,2,Suburban,$15063.75,$55946.07
12-9792102,12/7/1978,Seperated,Private,Male,2,Yes,Bachelors,Saab,9-4X,Fuscia,2011,0,Urban,$20273.30,$116014.49
11-1445042,2/22/1968,Single,Private,Female,1,Yes,Bachelors,Ferrari,F430 Spider,Pink,2006,1,Highly Rural,$97084.67,$147310.95
80-0773777,1/30/1973,Single,Private,Female,3,Yes,High School,Nissan,Versa,Goldenrod,2009,4,Highly Urban,$82981.09,$112819.01
93-2425359,6/21/1996,Divorced,Commercial,Female,1,Yes,Masters,Mercedes-Benz,CL65 AMG,Teal,2009,0,Suburban,$52228.85,$97822.33
04-0482325,12/23/1980,Married,Private,Female,1,Yes,High School,Mercedes-Benz,E-Class,Mauv,2009,2,Suburban,$28332.31,$88309.61
15-4305158,4/4/1967,Seperated,Commercial,Female,3,Yes,High School,Lincoln,Town Car,Maroon,2011,0,Rural,$97117.80,$163287.56
95-2626523,10/5/1979,Married,Commercial,Female,0,No,Bachelors,Dodge,Ram Van 2500,Crimson,1996,0,Highly Urban,$66554.97,$142396.86
70-7304966,4/5/1979,Divorced,Private,Female,0,No,Bachelors,GMC,Savana 1500,Mauv,1996,0,Rural,$94193.08,$46998.74
85-6910762,12/5/1954,Single,Commercial,Female,0,No,Bachelors,Dodge,Spirit,Goldenrod,1993,0,Highly Urban,$37291.00,$128089.63
03-4480272,2/10/1986,Divorced,Private,Female,2,Yes,Bachelors,Lotus,Esprit,Turquoise,1988,0,Rural,$32238.90,$114329.93
85-2363440,10/7/1984,Single,Private,Female,0,No,High School,Nissan,Quest,Crimson,2011,0,Urban,$12294.02,$115673.42
04-1208626,7/17/1956,Single,Private,Male,0,No,Bachelors,Volkswagen,Passat,Red,1997,0,Highly Urban,$57051.41,$124958.63
41-5412728,2/21/1980,Married,Commercial,Female,0,No,PhD,Oldsmobile,Custom Cruiser,Goldenrod,1992,0,Highly Urban,$94155.74,$191676.54
18-0815360,8/16/1953,Divorced,Private,Female,0,No,PhD,Chevrolet,S10,Pink,2001,0,Rural,$47404.92,$84325.05
77-7953539,4/1/1961,Single,Commercial,Female,0,Yes,High School,Audi,4000CS Quattro,Crimson,1986,0,Highly Rural,$25547.54,$189326.34
49-6684343,11/14/1952,Single,Private,Female,1,Yes,Bachelors,Dodge,Caravan,Red,2002,4,Rural,$99779.38,$99756.14
30-6494601,2/25/1980,Married,Private,Male,0,No,Bachelors,Ford,F250,Orange,2012,0,Urban,$1585.16,$197717.63
17-5208941,4/9/1958,Seperated,Private,Female,1,Yes,Bachelors,Bentley,Continental GT,Khaki,2009,0,Highly Urban,$85086.85,$234378.17
64-9086404,2/8/1989,Married,Private,Female,0,No,Masters,Honda,Prelude,Maroon,1995,1,Highly Urban,$42170.00,$150430.48
33-7423944,7/24/1980,Married,Commercial,Male,0,No,Bachelors,Volvo,V50,Crimson,2007,0,Suburban,$7709.79,$244987.95
51-7227255,4/14/1999,Divorced,Private,Male,0,No,High School,Saab,9-5,Green,1999,0,Highly Rural,$39355.06,$66927.63
65-3720956,5/21/1999,Married,Private,Male,2,Yes,Bachelors,Subaru,XT,Purple,1985,0,Suburban,$39851.92,$175643.18
59-5808464,3/4/1998,Single,Private,Female,0,No,Bachelors,Pontiac,Bonneville,Teal,1994,1,Highly Urban,$10654.47,$54425.21
26-1187028,2/2/1982,Single,Commercial,Male,1,Yes,Bachelors,Chevrolet,Silverado,Violet,2010,0,Highly Urban,$53962.14,$240504.63
18-4223412,5/28/1971,Divorced,Private,Female,0,Yes,Masters,Mitsubishi,Eclipse,Crimson,1994,1,Highly Rural,$21898.07,$179599.10
15-0071471,5/18/1975,Single,Private,Female,2,Yes,PhD,Chevrolet,Impala,Violet,2001,3,Highly Rural,$43068.69,$107915.35
57-4307750,9/20/1952,Married,Commercial,Male,0,Yes,Masters,BMW,Z3,Indigo,1999,0,Urban,$74819.58,$249045.96
75-2013846,5/19/1970,Married,Private,Female,0,No,PhD,Mercury,Sable,Green,2001,0,Highly Rural,$9922.54,$208523.72
12-7490603,6/23/1957,Divorced,Private,Female,0,Yes,Bachelors,GMC,1500 Club Coupe,Turquoise,1994,0,Rural,$41573.21,$61024.16
96-1937403,10/29/1974,Single,Private,Male,2,Yes,Bachelors,Mazda,626,Orange,1995,0,Urban,$35911.67,$172155.45
03-8458905,4/22/1965,Married,Private,Male,0,Yes,Masters,Toyota,4Runner,Fuscia,1999,1,Urban,$72580.91,$111424.08
97-4467755,11/28/1986,Single,Private,Male,0,No,Bachelors,Land Rover,LR2,Indigo,2008,0,Suburban,$90892.50,$233365.14
81-2572518,10/6/1989,Divorced,Commercial,Male,0,No,Bachelors,Volvo,C70,Indigo,1999,0,Highly Urban,$32356.77,$120143.93
61-6476315,2/20/1994,Single,Private,Female,2,Yes,PhD,Nissan,Cube,Mauv,2010,0,Urban,$16584.68,$213630.72
79-2167701,3/1/1985,Married,Private,Male,1,Yes,High School,Audi,S4,Yellow,2007,0,Suburban,$30781.00,$120571.46
90-6645267,9/22/1995,Single,Commercial,Male,0,No,Bachelors,Subaru,Legacy,Orange,2005,0,Urban,$54121.22,$232775.81
41-6945238,8/23/1984,Divorced,Commercial,Male,3,Yes,Bachelors,Dodge,Ram 50,Puce,1993,2,Urban,$85482.58,$191470.13
31-9846197,10/3/1956,Single,Private,Female,0,No,High School,Mazda,Mazda6 5-Door,Khaki,2006,1,Urban,$36757.67,$223047.30
43-1399983,1/15/1953,Married,Private,Male,0,Yes,High School,Pontiac,Grand Prix,Fuscia,1998,0,Rural,$91246.91,$48852.71
35-2237125,6/30/1997,Married,Private,Female,0,No,High School,Dodge,Ram Wagon B250,Khaki,1993,0,Rural,$48821.11,$193879.88
36-7280166,6/9/1993,Single,Private,Female,0,Yes,Bachelors,Mitsubishi,Montero,Pink,1994,0,Highly Rural,$20124.85,$103920.98
11-1314593,3/31/1976,Single,Private,Male,0,No,Bachelors,Ford,Escort,Red,1998,0,Highly Rural,$98840.27,$77971.29
59-0624988,10/27/1977,Married,Private,Male,1,Yes,Bachelors,Mercedes-Benz,300SL,Purple,1992,0,Suburban,$80740.83,$101726.61
08-6361581,7/2/1955,Single,Private,Female,0,No,High School,Lamborghini,Gallardo,Purple,2004,0,Suburban,$72401.90,$169386.84
19-1868453,4/13/1977,Single,Private,Female,0,Yes,High School,Lotus,Elan,Purple,1992,4,Highly Rural,$96980.11,$48154.64
31-3207684,1/14/1954,Married,Private,Female,0,No,High School,GMC,Savana 1500,Goldenrod,2012,0,Urban,$29108.99,$195312.69
73-9738748,8/1/2000,Single,Private,Female,1,Yes,Bachelors,Porsche,Cayenne,Teal,2004,0,Rural,$66818.85,$221238.55
42-2706857,5/10/1982,Divorced,Private,Female,0,No,High School,Chrysler,Pacifica,Aquamarine,2007,1,Suburban,$44713.64,$89881.79
93-4523521,6/25/1994,Divorced,Private,Female,0,No,High School,Dodge,Stealth,Blue,1995,3,Suburban,$56823.26,$179402.51
